(CH3)2CH,0.007100,-0.037100,-0.001100,1.654900,0.042600,-0.378700,-1.148700,0.416200,0.116900,0.181200,-0.227900,-0.129100,-0.010400,-0.040500,-0.116200,-0.188400,-0.221700,-0.001200,0.000900
(CH3)3C,0.012100,-0.348800,-0.001800,2.628800,-0.143600,-2.583400,-2.043100,0.201500,0.057300,-3.599900,-0.104600,0.007800,0.094900,0.026600,0.361500,2.361700,-0.010700,-0.000700,0.001200
CH(CH3)CH(CH3),0.166700,1.826200,-0.001400,-4.144300,0.164000,7.041100,7.647600,-0.539900,0.019300,3.532800,0.864700,1.081000,0.427400,0.290100,-0.564000,-0.099900,0.460900,0.000100,-0.002100
CH(CH3)C(CH3)2,0.186000,2.589100,-0.004300,-12.421600,0.036000,10.209900,10.030300,-0.400800,-0.139600,11.219300,1.483500,1.218900,-0.553400,0.000000,0.000000,0.000000,1.000300,-0.001600,-0.004200
C(CH3)2C(CH3)2,0.190200,4.655700,-0.007800,-15.362300,0.963900,14.977900,13.668700,1.517900,0.000000,19.412900,6.323600,0.000000,0.000000,0.000000,0.000000,0.000000,0.914000,-0.000400,-0.009300
"CHn=CHm-CHp=CHk (k,m,n,p in 0..2)",0.099300,0.514900,-0.001200,-7.564600,0.131900,-6.411300,-9.713200,1.571200,0.058900,-9.669700,0.898200,-0.295500,-1.134200,0.086900,-0.547000,-1.535900,0.398500,-0.000500,-0.003600
"CH3-CHm=CHn (m,n in 0..2)",0.011100,0.089400,-0.001100,-0.737900,0.091200,0.009700,0.167300,0.315300,0.069900,-0.436400,0.627200,0.207100,-0.010600,-0.180100,0.016000,-1.040100,-0.100900,-0.000200,0.000300
"CH2-CHm=CHn (m,n in 0..2)",-0.063800,-0.223300,0.000100,0.898000,-0.136600,1.123400,1.457100,-0.921100,-0.007700,-1.642700,-0.074800,0.403100,0.875700,-0.005800,-0.102600,-0.519700,-0.062700,0.001100,-0.000200
"CHp-CHm=CHn (m,n in 0..2; p in 0..1)",0.001000,-0.334300,0.000500,-1.636000,-0.136600,3.682800,4.385200,-0.794800,-0.310000,-6.347300,-0.755800,0.000000,0.000000,-0.103900,1.837100,-0.744000,-0.299900,-0.003400,0.000200
CHCHO or CCHO,-0.136300,-2.174600,0.005700,16.575600,0.585400,-1.615600,-0.023700,-3.268800,0.022600,-2.954000,0.000000,0.000000,0.000000,-0.327300,-2.493300,0.846900,-1.284900,0.003100,0.001600
CH3COCH2,0.027300,-0.037900,0.001000,-2.127400,-0.020500,-0.254800,0.173400,-0.058200,-0.320900,-4.040000,0.181700,-0.336300,-1.137600,-0.011200,-0.776800,-0.345100,-0.452500,-0.002100,0.000200
CH3COCH or CH3COC,-0.166200,-0.646100,0.000100,1.009600,-0.320700,3.380700,5.507200,2.144800,-0.153000,0.000000,1.833700,1.286900,1.883200,-0.266800,-1.590900,-0.560000,-0.079500,0.000800,0.000200
CHCOOH or CCOOH,-0.094100,-8.737300,0.001400,10.906000,-0.807800,11.299600,-0.484800,-6.119600,0.221000,8.483000,5.150300,0.000000,0.000000,0.107900,1.293100,2.428600,0.953200,-0.003100,0.000700
CH3COOCH or CH3COOC,-0.115900,-1.590000,0.005600,4.537500,0.157500,-12.370000,-11.775500,1.616600,0.195800,-24.928400,-1.490000,-1.860700,-1.659900,0.003100,-0.207000,0.168700,-0.250300,-0.002400,0.003000
